rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
333,"Strong tastes, first to last, creating uncomfortable feeling (5)",ANGST,uncomfortable feeling,7d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
334,Trader giving one artist supply (9),STATIONER,Trader,8d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
335,"With something large in the environment, lose out completely (9)",WHOLESALE,completely,14d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
336,Resolved to restrict cold with health-giving ingredients (9),MEDICATED,with health-giving ingredients,16d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
337,Inscribed within church window maybe see knight (8),LANCELOT,knigh,17d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
338,Love appearing in underwear in funny shows (6),PANTOS,funny shows,20d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
339,Traffic needs to speed up heading for Edinburgh (5),TRADE,Traffic,22d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
340,Cheats and criminals caught out (5),ROOKS,Cheats,24d,2018-02-14,Times 26961,https://times-xwd-times.livejournal.com/1894517.html,times_xwd_times
341,Key rings unable to be brought up (5),TABOO,unable to be brought up,1a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
342,Frantic chase with army ducking shots (6-3),CAMERA-SHY,ducking shots,4a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
343,Not including design leaving a waste product (9),EXCRETION,waste product,9a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
344,Asian dog covering miles (5),TAMIL,Asian,10a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
345,"Getting unseated, mounted fighter's lost face (6)",OUSTER,Getting unseated,11a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
346,Tag game outside involved tariff (8),GRAFFITO,Tag,12a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
347,"Loudly entering drunk, sense I might get duped (4,5)",SOFT TOUCH,I might get duped,14a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
348,Like this young lady from East African port (5),LAGOS,African port,16a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
349,Plaintiff's back behind person who won't be appealing? (5),FRUMP,person who won't be appealing,17a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
350,Like to dig into top grub prepared here? (9),GASTROPUB,Like to dig into top grub prepared here,19a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
351,Go off a person in party giving a twirl (8),ROTATORY,giving a twirl,21a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
352,"Periodically, varsity hymn gets a complaint (6)",ASTHMA,a complaint,22a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
353,Give a lift to European and others around (5),ELATE,Give a lift to,25a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
354,"Bourbons knocked back by this general: a vulgar, boring soldier (9)",GARIBALDI,Bourbons knocked back by this general,26a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
355,British are out to block harsh brickbat (9),RASPBERRY,brickbat,27a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
356,Writer quite slowly knocking out leading article (5),DANTE,Writer,28a,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
357,"We're short of tailored clothing that's tight (3,5,3,4)",THE WORSE FOR WEAR,tight,1d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
358,Funds in Madison County (5),BUCKS,Funds in Madison/County,2d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
359,Fail to limit fare before passing through duty-free? (7),OVEREAT,Fail to limit fare,3d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
360,Cold sauce for prune (4),CLIP,prune,4d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
361,Upset stomach in the end for Burger King fan (10),MONARCHIST,King fan,5d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
362,"Tee off straight, feeling pity for others once (7)",RUTHFUL,feeling pity for others once,6d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
363,Calling for cuts on winning résumé (7-2),SUMMING-UP,résumé,7d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
364,"A single chicken sandwich (6,9)",YELLOW SUBMARINE,A single,8d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
365,Chirpy Australian doctor on a run after shift (10),BUDGERIGAR,Chirpy Australian,13d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
366,"Fliers in tropics giving clue for bananas (5,4)",FRUIT BATS,Fliers in tropics,15d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
367,"What might season reportedly be, after fuss? (7)",POTHERB,What might season,18d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
368,Did rebel call the wrong way? It'll prove a bloomer (7),ROSEBUD,It'll prove a bloomer,20d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
369,Treasure for Paris Commune Le Havre's seized back (5),HELEN,Treasure for Paris,23d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
370,Sally hasn’t got over fight (4),FRAY,fight,24d,2018-01-03,Times 26925,https://times-xwd-times.livejournal.com/1871206.html,times_xwd_times
371,"Cycle on the side of a drop and court disaster (4,3,1,4)",RIDE FOR A FALL,court disaster,1a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
372,Very fine short name for a hedgehog? (5),SONIC,name for a hedgehog?,9a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
373,"Fully discuss party no longer in the game (6,3)",THRASH OUT,Fully discuss,10a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
374,Organ stop in list (8),REGISTER,Organ stop/list,11a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
375,"Appear in an excited state after parade (4,2)",SHOW UP,Appear,12a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
376,Poisonous liquid in alcohol taken by him at the end (8),METHANOL,Poisonous liquid,13a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
377,Watchword of guy painting in retirement (6),MANTRA,Watchword,15a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
378,In goal blocking shot (6),TRENDY,In,17a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
379,"Female changed, then sat on the fence (8)",FALTERED,sat on the fence,18a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
380,Standards concerning rector (6),PARSON,rector,20a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
381,"Rank reduced, so resign (4,4)",STEP DOWN,resign,21a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
382,"Musical passage in film (5,4)",ANNIE HALL,film,24a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
383,Fool about to produce gunpowder ingredient (5),NITRE,gunpowder ingredient,25a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
384,"Out of harm's way, insane criminals (4-8)",SAFE,criminals,26a,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
385,"Stage right, Oscar to play guitar (7)",ROSTRUM,Stage,1d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
386,"Please understand term gent now misused when feeding dog (4,3,2,5)",DONT GET ME WRONG,Please understand,2d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
387,"Concentrate following commander, American (5)",FOCUS,Concentrate,3d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
388,"Betrayed the trust of lecturer after treat misinterpreted (6,2)",RATTED ON,Betrayed the trust of,4d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
389,Plant in bogland across river (4),FERN,Plant,5d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
390,"Fail to win compassion, become disillusioned (4,5)",LOSE HEART,become disillusioned,6d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
391,"What may be a comfort to one who's just retired? (3-5,6)",HOT,What may be a comfort to one who's just retired?,7d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
392,More work! (6),UTOPIA,More work!,8d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
393,Group of stars with capital attorney (9),ANDROMEDA,Group of stars,14d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
394,"Leader of revolt having measure of power over revolutionary count (3,5)",WAT TYLER,Leader of revolt,16d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
395,"Picture which involves work (3,3)",TOP HAT,Picture,17d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
396,Housekeeper died: ravens flying about (7),DANVERS,Housekeeper,19d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
397,Fear of god? (5),PANIC,Fear,22d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
398,Club's male champion (4),MACE,Club,23d,2018-09-03,Times 27133,https://times-xwd-times.livejournal.com/2001432.html,times_xwd_times
399,"Key area, watering hole (5,3)",SPACE BAR,Key,1a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
400,"Worn out, quiet cat dropping head (6)",SHABBY,Worn out,6a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
401,"Cloth cutter, reportedly, for a beginner? (7,6)",CURTAIN RAISER,a beginner?,9a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
402,Total when innings complete? (3-3),ALL,Total,10a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
403,Philanderer’s limitless charm embraced by group I love (8),LOTHARIO,Philanderer,11a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
404,Utopian novel italicised (10),IDEALISTIC,Utopian,13a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
405,Nation marked for deletion? (4),TOGO,Nation,15a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
406,"Primate mentioned briefly, dressing king (4)",SAKI,Primate,16a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
407,"Adjustment made in time, spring back (4,6)",LEAP SECOND,Adjustment made in time,18a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
408,File in woodland getting lost (8),DOWNLOAD,File,21a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
409,"Leave on Christmas morning, possibly with papa (6)",DECAMP,Leave,22a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
410,"Novelist and critic cross, furious with English city (4,5,4)",FORD MADOX FORD,Novelist and critic,23a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
411,Case of Welshman bagging very wild dragon (6),WYVERN,dragon,25a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
412,Show on television initially in the money (8),PRETENCE,Show,26a,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
413,Cream shown in one's cups (7),PICKLED,in one's cups,2d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
414,"Fat tummy, big concern (11)",CORPORATION,Fat tummy/ big concern,3d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
415,Condemn explosion (5),BLAST,Condemn/explosion,4d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
416,"Lock phone, given licence (7)",RINGLET,Lock,5d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
417,Film role in bag with support of American (9),SPARTACUS,Film,6d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
418,Muscles  stopping system (3),ABS,Muscles /stopping system,7d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
419,Cuckoo  making beastly noise (7),BARKING,Cuckoo /making beastly noise,8d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
420,Soldier very bitter over identical issue getting high (11),ANTICYCLONE,high,12d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
421,"Sad if solemn, a British dependency (4,2,3)",ISLE OF MAN,British dependency,14d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
422,"So distant, a buzzer in private chamber? (7)",ALOOFLY,So distant,17d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
423,"Ready to bat after opener dismissed? Seemed likely (5,2)",ADDED UP,Seemed likely,19d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
424,"Loco caught by travelling icon, always on the move (7)",NOMADIC,always on the move,20d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
425,"French figure that is from New Orleans, say? (5)",DIXIE,"from New Orleans, say?",22d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
426,"Grain in granary, evidently! (3)",RYE,Grain,24d,2020-10-26,Times 27805,https://times-xwd-times.livejournal.com/2429465.html,times_xwd_times
427,Tough guys breaking ribs? Sure! (8),BRUISERS,Tough guys,1a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
428,Like one with a large landmass (4),ASIA,large landmass,5a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
429,Queen follows favourite saint (5),PETER,saint,9a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
430,A word we hear in a German accent? So it's alleged (7),AVERRED,alleged,10a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
431,Cooler that is cold inside (3),ICE,Cooler,11a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
432,Proposed name I don't change (9),NOMINATED,Proposed,12a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
433,I'm taken aback by anger? That's an illusion (6),MIRAGE,illusion,13a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
434,Sibling ignoring the second disturbance (6),BOTHER,disturbance,15a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
435,"Lorna's family has least amount of data to contribute (2,4,3)",DO ONES BIT,contribute,17a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
436,Sprite seen in hotel foyer (3),ELF,Sprite,19a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
437,Tie up an awkward flower (7),PETUNIA,flower,20a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
438,"Confused when sailing? (2,3)",AT SEA,Confused/sailing,21a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
439,Mormon's end beside salt lake (4),TARN,lake,22a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
440,"Begin to understand material one doesn't finish (6,2)",COTTON ON,Begin to understand,23a,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
441,Initiation that's suitable is in British Museum (7),BAPTISM,Initiation,1d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
442,Family member doesn't start to let loose (5),UNTIE,to let loose,2d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
443,"Jump on places for putting veg (6,6)",SPRING GREENS,veg,3d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
444,Province in actual centre of Germany (5),REALM,Province,4d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
445,Withdraw with minor injury (7),SCRATCH,Withdraw/minor injury,6d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
446,Extra snake almost died (5),ADDED,Extra,7d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
447,"Simple dish — not as snob ate in mess (5,2,5)",BEANS ON TOAST,Simple dish,8d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
448,Cock Robin initially waving to Rose (7),ROOSTER,Cock,14d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
449,Hold back from the chorus (7),REFRAIN,Hold back from/chorus,16d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
450,Extremely desirable drug store (5),DEPOT,store,17d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
451,Encouraging word for Charlie's predecessor (5),BRAVO,Encouraging word/Charlie's predecessor,18d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
452,Uncommon sense in a German city (5),ESSEN,German city,19d,2016-03-28,Quick Cryptic 535,https://times-xwd-times.livejournal.com/1492236.html,times_xwd_times
453,"Redesigned forms treated to show economists’ ratio (5,2,5)",TERMS OF TRADE,economists’ ratio,1a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
454,"Moved fast around resort — more than needed (2,5)",TO SPARE,more than needed,8a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
455,"Widow’s share some shrew, odd, recalled (5)",DOWER,Widow’s share,9a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
456,"Coffee, second of two, unfinished (5)",LATTE,Coffee,10a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
457,"French king tucked into fowl, English, wonderful lady supplied (7)",HEROINE,wonderful lady,11a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
458,Clubs fancy something spicy? (5),CLOVE,something spicy,12a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
459,"Endlessly, the guard returned bringing sort of beer (7)",DRAUGHT,sort of beer,14a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
460,A missing Citroen car crashed? Wrong (9),INCORRECT,Wrong/a,15a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
461,Trade Union at first meet Corporation (3),TUM,Corporation,17a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
462,"Clandestine people see City sector in trouble (6,7)",SECRET SOCIETY,Clandestine people,19a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
463,"Become active in Antibes, tireless (6)",BESTIR,Become active,21a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
464,Server missing one essential liquid (5),WATER,essential liquid,22a,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
465,"Organised top celestial event in the heavens (5,7)",TOTAL ECLIPSE,event in the heavens,1d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
466,"Dish — very dry, provided in port (7)",RISOTTO,Dish,2d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
467,"Ascending in medieval society, one worked hard (5)",SLAVE,one worked hard,3d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
468,New farmer oddly quiet (5),FRESH,New,4d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
469,"Darts, beer, excited Robin? (9)",REDBREAST,Robin?,5d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
470,"Duke having setter, strangely, in place of PM (7,6)",DOWNING STREET,place of PM,6d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
471,"Eager to be hugged by wizard, enthralling (6)",ARDENT,Eager,7d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
472,Serious attention retreat needed (7),EARNEST,Serious,13d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
473,"Lady’s maid, / part of the furniture? (7)",DRESSER,Lady’s maid/part of the furniture,14d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
474,Introduction of competition hurt store (5),CACHE,store,16d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
475,Municipal head from Irish county? Right (5),MAYOR,Municipal head,18d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
476,"Raven’s cry, primarily croaky and whiny (3)",CAW,Raven’s cry,20d,2016-07-22,Times Quick Cryptic 619,https://times-xwd-times.livejournal.com/1561605.html,times_xwd_times
477,"Publication by students with classy, clean content, fantastic achievement (6,4)",MAGNUM OPUS,fantastic achievement,1a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
478,Youngster swallows large part of tooth (4),PULP,part of tooth,6a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
479,"Where some are playing football, or riding around (8)",GRIDIRON,Where some are playing football,8a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
480,"Lights finally low, central heating on, kiss and cuddle (6)",SMOOCH,kiss and cuddle,9a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
481,Corpse is gory: look out (4),BODY,Corpse,10a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
482,A reminder of the late quality of wine (10),GRAVESTONE,A reminder of the late,11a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
483,Scrub fork clean for a bit of breakfast (9),CORNFLAKE,a bit of breakfast,12a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
484,Refuse hard slog (5),MARCH,slog,14a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
485,Burned remains after emptying secret store (5),STASH,store,17a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
486,"Loss of earnings shocking to Mexican (6,3)",INCOME TAX,Loss of earnings,19a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
487,"Two obstacles, very large: it’s for a Russian invasion (10)",BARBAROSSA,a Russian invasion,22a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
488,Creed not one to criticise harshly (4),SLAM,to criticise harshly,23a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
489,Dish youngster eats sport being over (6),TUREEN,Dish,24a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
490,A chronicler’s first to be replaced — his charges can be stinging (8),APIARIST,his charges can be stinging,25a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
491,"Caught, not many would quarrel at length (4)",FEUD,quarrel at length,26a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
492,Router sends digger round Bath (10),DISPATCHER,Router,27a,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
493,Be getting on motorway over part of England to make fortune (9),MEGABUCKS,fortune,1d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
494,"Smile, darling, although missing a tooth (7)",GRINDER,tooth,2d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
495,"To take a rich husband, they say, may be a bloomer (8)",MARIGOLD,a bloomer,3d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
496,"Pay attention: after nip, as it were, I burn (3,4,4,4)",PIN BACK ONE,Pay attention,4d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
497,Worked out divided county has ended up different (6),SUSSED,Worked out,5d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
498,Lying for the country has caught ambassador finally (9),PROSTRATE,Lying,6d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
499,Saying little boy almost in shape for ice cream? (7),LACONIC,Saying little,7d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
